header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Loosduinseweg 959,2571 AZ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88968875-loosduinseweg-959/?navigateSource=resultlist,20220131_192644,"€ 235,000 kosten koper","€ 2,798    The asking price per m² (€ 235,000) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 75.00 per month,Upstairs apartment (apartment),Resale property,1912,Protected townscape or village view (permit needed for alterations) and renovation project,Living area84 m²Other space inside the building1 m²Exterior space attached to the building6 m²,84 m²,1 m²,6 m²,292 m³,6 rooms (3 bedrooms),1 separate toilet,1 story,3rd floor,G        What does this mean?,Double glazing,No heating,Gas water heater (rental),Full ownership,In residential district,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 75.00 per month),Yes,No,No,no
