header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Janssoniushof 19,5141 MP Waalwijk        ,https://www.funda.nl/en/koop/waalwijk/huis-88030172-janssoniushof-19/?navigateSource=resultlist,20220128_023401,"€ 469,000 kosten koper","€ 3,526    The asking price per m² (€ 469,000) is calculated by dividing the asking price of the home by the living area (133 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1995,Flat roof,Living area133 m²Exterior space attached to the building26 m²External storage space24 m²,133 m²,26 m²,24 m²,250 m²,517 m³,4 rooms (3 bedrooms),1 bathroom,"Bath, shower and toilet",2 stories and a attic,"Air conditioning, outdoor awning and solar panels",C        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",CH boiler,CH boiler,"Gas-fired combination boiler from 2015, in ownership",250 m²,Full ownership,Back garden and front garden,Attached brick garage,1 car,Electricity,Parking on private property,no
