header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Insulation.1,error
Osdorperweg 51,1066 EJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42689327-osdorperweg-51/?navigateSource=resultlist,20220131_003418,"€ 550,000 kosten koper","€ 4,545    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1982,Living area121 m²External storage space5 m²,121 m²,5 m²,119 m²,430 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Skylight, passive ventilation system and TV via cable",B        What does this mean?,Completely insulated,CH boiler,CH boiler,Combination boiler from 2020,119 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  30-06-2031),€ 1.024 per year,In residential district and rural,Back garden and front garden,50 m² (10 meter deep and 5 meter broad),Located at the southwest accessible via the rear,Detached wooden storage,No insulation,no
