header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Edmontondreef 19,3564 KW Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42671069-edmontondreef-19/?navigateSource=resultlist,20220131_164052,"€ 400,000 kosten koper","€ 3,419    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1987,Gable roof covered with roof tiles,Living area117 m²Other space inside the building1 m²,117 m²,1 m²,122 m²,408 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,C        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2017, in ownership)",122 m²,Municipal ownership encumbered with long-term leaset,Bought off for eternity,"Alongside a quiet road, in residential district and unobstructed surrounding view",Back garden and front garden,"50 m² (9,3 meter deep and 5,4 meter broad)",Located at the southwest accessible via the rear,Built-in,Public parking,no
