header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
de Vang 39,5571 RH Bergeijk        ,https://www.funda.nl/en/koop/bergeijk/huis-42572377-de-vang-39/?navigateSource=resultlist,20220129_192713,"€ 325,000 kosten koper","€ 2,241    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1976,Gable roof covered with roof tiles,Living area145 m²,145 m²,168 m²,491 m³,8 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,3 stories,"Air conditioning, outdoor awning and optical fibre",C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler and partial floor heating,CH boiler,"Nefit HR (gas-fired combination boiler from 2017, in ownership)",168 m²,Full ownership,Back garden and front garden,60 m² (10 meter deep and 6 meter broad),Located at the west accessible via the rear,Detached wooden storage,Not yet present but possible,Parking on private property,no
