header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,error
Smissenhaag 63,6228 HL Maastricht        ,https://www.funda.nl/en/koop/maastricht/huis-88036969-smissenhaag-63/?navigateSource=resultlist,20220127_220705,"€ 305,000 kosten koper","€ 2,243    The asking price per m² (€ 305,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Under offer,Available in consultation,"Single-family home, row house",Resale property,1981,Living area136 m²External storage space6 m²,136 m²,6 m²,164 m²,272 m³,5 rooms (4 bedrooms),3 stories,D            1.71What does this mean?,164 m²,Full ownership,no
