header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sweelinckplein 74,5216 EC Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42511564-sweelinckplein-74/?navigateSource=resultlist,20220201_112352,"€ 499,500 kosten koper","€ 3,352    The asking price per m² (€ 499,500) is calculated by dividing the asking price of the home by the living area (149 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1971,Flat roof,Living area149 m²Exterior space attached to the building11 m²External storage space5 m²,149 m²,11 m²,5 m²,473 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,6th floor,"Outdoor awning, elevator and mechanical ventilation",E        What does this mean?,Mostly double glazed,Communal central heating,Central facility,Full ownership,In residential district and unobstructed surrounding view,Balcony present,Built-in,Resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
