header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,Ownership situation,Fees,Location,Garden,Balcony/roof garden,Type of garage,Capacity,Facilities.1,error
Rangeerderstraat 4,1019 TN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42545663-rangeerderstraat-4/?navigateSource=resultlist,20220130_191648,"€ 850,000 kosten koper","€ 6,439    The asking price per m² (€ 850,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 186 per month,8 weeks,Sold under reservation,Available in consultation,"Desirable residence/villa, corner house",Resale property,1999,Flat roof covered with asphalt roofing,Living area132 m²Other space inside the building1 m²Exterior space attached to the building66 m²,132 m²,1 m²,66 m²,478 m³,5 rooms (3 bedrooms),2 bathrooms,"Bath, 2 showers and 2 toilets",3 stories,"Optical fibre, mechanical ventilation and TV via cable",A        What does this mean?,District heating,Central facility,Municipal long-term lease (end date of long-term lease:  01-03-2047),Paid until 01-03-2047,In residential district,Sun terrace,Roof terrace present and balcony present,Garage and built-in,1 car,Electrical door and electricity,no
