header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Dimensions,Ownership situation,error
Bachweg 82 3,3816 NK Amersfoort        ,https://www.funda.nl/en/koop/amersfoort/parkeergelegenheid-42530340-bachweg-82-3/?navigateSource=resultlist,20220128_063101,"€ 30,000 kosten koper",€ 32 per month,2 months,Available,Available in consultation,Garage,Resale property,1,"18 m² (0,06 meter deep and 0,03 meter broad)",Full ownership,no
