header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Insulation,Facilities,Capacity,Dimensions,Ownership situation,error
Stationslaan 14 Box 31,1616 CM Hoogkarspel        ,https://www.funda.nl/en/koop/hoogkarspel/parkeergelegenheid-42442215-stationslaan-14-box-31/?navigateSource=resultlist,20220130_161552,"€ 17,500 kosten koper",4 months,Sold under reservation,Available immediately,Garage,Resale property,No insulation,Electricity,1,"16 m² (5,8 meter deep and 2,82 meter broad)",Ownership encumbered with long-term leaset,no
