header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lisstraat 45 a,3037 RC Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42444983-lisstraat-45-a/?navigateSource=resultlist,20220126_165039,"€ 475,000 kosten koper","€ 3,992    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,€ 50.00 per month,Upstairs apartment,Resale property,1907,Gable roof,Living area119 m²,119 m²,483 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath,2 stories,1st floor,Skylight and TV via cable,G        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2016, in ownership)",Full ownership,In center and in residential district,Resident's parking permits,Yes,Yes,Yes (€ 50.00 per month),Yes,Yes,Yes,no
