header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Veldheimweg 30,3741 SG Baarn        ,https://www.funda.nl/en/koop/baarn/huis-42544402-veldheimweg-30/?navigateSource=resultlist,20220129_180641,"€ 350,000 kosten koper","€ 4,730    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (74 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1908,Mansard roof covered with roof tiles,Living area74 m²Other space inside the building8 m²External storage space6 m²,74 m²,8 m²,6 m²,109 m²,307 m³,4 rooms (3 bedrooms),1 bathroom,Toilet,"2 stories, a/an loft and a basement",Passive ventilation system and TV via cable,C        What does this mean?,CH boiler,CH boiler,"Bosch (gas-fired combination boiler from 2014, in ownership)",109 m²,Full ownership,In center and in residential district,Back garden and front garden,40 m² (8 meter deep and 5 meter broad),Located at the east accessible via the rear,Detached brick storage,Public parking,no
