header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Laan van Kernhem 35,6718 HP Ede        ,https://www.funda.nl/en/koop/ede/appartement-42579995-laan-van-kernhem-35/?navigateSource=resultlist,20220129_104226,"€ 325,000 kosten koper","€ 2,851    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Maisonnette (apartment),Resale property,2000,Flat roof covered with asphalt roofing,Living area114 m²Exterior space attached to the building3 m²External storage space9 m²,114 m²,3 m²,9 m²,407 m³,6 rooms (5 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,Outdoor awning and mechanical ventilation,A        What does this mean?,Completely insulated,District heating,Central facility,Full ownership,"Alongside busy road, in residential district and unobstructed surrounding view",Back garden,Detached wooden storage,Electricity,Public parking,No,No,No,No,No,No,no
