header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Thijssestraat 36,2521 ZL Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42685589-thijssestraat-36/?navigateSource=resultlist,20220131_212949,"€ 435,000 kosten koper","€ 2,900    The asking price per m² (€ 435,000) is calculated by dividing the asking price of the home by the living area (150 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1995,Hip roof covered with roof tiles,Living area150 m²External storage space6 m²,150 m²,6 m²,103 m²,523 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,Mechanical ventilation,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Bosch (gas-fired combination boiler from 2007, in ownership)",103 m²,Municipal long-term lease,Bought off for eternity,In residential district,Back garden,Attached brick storage,Electricity,"Paid parking, public parking and resident's parking permits",no
