header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Prins Mauritsstraat 39,8019 XS Zwolle        ,https://www.funda.nl/en/koop/zwolle/huis-42545552-prins-mauritsstraat-39/?navigateSource=resultlist,20220129_081154,"€ 419,500 kosten koper","€ 4,195    The asking price per m² (€ 419,500) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1957,Gable roof covered with roof tiles,Living area100 m²Exterior space attached to the building2 m²External storage space10 m²,100 m²,2 m²,10 m²,177 m²,339 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,TV via cable,E        What does this mean?,CH boiler,CH boiler,HR ( combination boiler from 2016),177 m²,Full ownership,Back garden and front garden,"77 m² (14 meter deep and 5,5 meter broad)",Located at the northwest accessible via the rear,Balcony present,Detached brick storage,Electricity,Public parking,no
