header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Area,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
Weverij 17,4566 BZ Heikant        ,https://www.funda.nl/en/koop/heikant/huis-87511527-weverij-17/?navigateSource=resultlist,20220129_011500,"€ 375,000 vrij op naam","€ 2,841    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6+ months,Available,Available in consultation,"Single-family home, semi-detached residential property",New property,2021,Gable roof covered with roof tiles,Living area132 m²,132 m²,349 m²,552 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a loft,A        What does this mean?,Energy efficient window and completely insulated,349 m²,In residential district,Back garden,Attached brick garage,1 car,Parking on private property,no
