header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Area,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,error
Marcelisstraat 117,2586 RT Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88059679-marcelisstraat-117/?navigateSource=resultlist,20220131_234203,"€ 400,000 kosten koper","€ 3,150    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Sold under reservation,Available in consultation,"Single-family home, row house (official/company house or apartment)",Resale property,1905,Double occupancy possible and renovation project,Living area127 m²Exterior space attached to the building8 m²,127 m²,8 m²,51 m²,430 m³,8 rooms (5 bedrooms),3 separate toilets,3 stories,G        What does this mean?,51 m²,Full ownership,In residential district,Balcony present,Paid parking and resident's parking permits,no
