header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Type of parking facilities,error
Berenstraat 17,4651 DM Steenbergen (NB)        ,https://www.funda.nl/en/koop/steenbergen-nb/huis-88802796-berenstraat-17/?navigateSource=resultlist,20220128_034536,"€ 199,500 kosten koper","€ 1,596    The asking price per m² (€ 199,500) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 209,000 kosten koper",4 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1950,Combination roof covered with asphalt roofing and roof tiles,Living area125 m²,125 m²,113 m²,450 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,3 stories,F        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2020, in ownership)",113 m²,Full ownership,In residential district,Location,Balcony present,Public parking,no
