header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Eerste Oosterparkstraat 65 3,1091 GV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42531338-eerste-oosterparkstraat-65-3/?navigateSource=resultlist,20220130_200258,"€ 495,000 kosten koper","€ 6,781    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 150 per month,2 months,Sold under reservation,Available in consultation,€ 149.58 per month,Upstairs apartment (apartment),Resale property,1932,Flat roof,Living area73 m²Other space inside the building1 m²,73 m²,1 m²,235 m³,5 rooms (4 bedrooms),1 bathroom,Shower and toilet,2 stories,G        What does this mean?,CH boiler,CH boiler,"Intergas ( combination boiler from 2017, in ownership)",Full ownership,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 149.58 per month),Yes,Yes,Yes,no
