header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,error
Zevenbergenstraat 23,5652 JN Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42660776-zevenbergenstraat-23/?navigateSource=resultlist,20220201_013324,"€ 325,000 kosten koper","€ 2,902    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1935,Gable roof covered with roof tiles,Living area112 m²External storage space11 m²,112 m²,11 m²,134 m²,402 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,F        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2020, in ownership)",134 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,42 m² (8 meter deep and 5 meter broad),Located at the east accessible via the rear,Detached brick storage,no
