header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Type of garage,Type of parking facilities,error
KOER 10-04-02,3072 DB Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42660632-koer-10-04-02/?navigateSource=resultlist,20220126_004333,"€ 572,500 vrij op naam","€ 5,725    The asking price per m² (€ 572,500) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2024,Flat roof covered with other,SWK garantiecertificaat,Living area100 m²,100 m²,300 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,1st floor,"Balanced ventilation system, outdoor awning, optical fibre, elevator and solar panels",A        What does this mean?,Completely insulated,District heating and complete floor heating,District heating,"Alongside a quiet road, sheltered location and in residential district",Underground parking and parking place,Paid parking and public parking,no
