header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,error
Oleander (Bouwnr. 31),2142 GD Cruquius        ,https://www.funda.nl/en/koop/cruquius/appartement-42597643-oleander-bouwnr-31/?navigateSource=resultlist,20220128_232033,"€ 1,197,500 vrij op naam","€ 6,336    The asking price per m² (€ 1,197,500) is calculated by dividing the asking price of the home by the living area (189 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under option,Available in consultation,Galleried apartment,New property,2022,Living area189 m²Exterior space attached to the building141 m²,189 m²,141 m²,605 m³,4 rooms,1 story,A        What does this mean?,no
