header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Raaks 20 A,2011 VA Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-42695671-raaks-20-a/?navigateSource=resultlist,20220129_063026,"€ 695,000 kosten koper","€ 6,376    The asking price per m² (€ 695,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 166 per month,"January 28, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2010,Living area109 m²Exterior space attached to the building5 m²External storage space3 m²,109 m²,5 m²,3 m²,350 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,2nd floor,"Elevator, mechanical ventilation, sliding door and TV via cable",A++        What does this mean?,Completely insulated,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2011, in ownership)",Full ownership,In center,Balcony present,Yes,Yes,Yes,Yes,Yes,Yes,no
