header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Location,Garden,Back garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Voorthuizenstraat 195,2573 AG Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88028274-voorthuizenstraat-195/?navigateSource=resultlist,20220131_202647,"€ 339,000 kosten koper","€ 4,238    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available immediately,Ground-floor apartment (apartment),Resale property,1929,Flat roof covered with asphalt roofing,Living area80 m²,80 m²,268 m³,5 rooms (4 bedrooms),1 separate toilet,1 story,Ground floor,G        What does this mean?,Mostly double glazed,CH boiler,CH boiler,Intergas (gas-fired from 2021),Alongside a quiet road and in residential district,Back garden,36 m² (9 meter deep and 4 meter broad),Paid parking and public parking,Yes,Yes,Yes,No,No,Yes,no
