header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Amerongenstraat 32,2546 VW Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88044560-amerongenstraat-32/?navigateSource=resultlist,20220128_011841,"€ 200,000 kosten koper","€ 2,941    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (68 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available immediately,Residential property with shared street entrance (apartment),Resale property,1934,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area68 m²Exterior space attached to the building6 m²,68 m²,6 m²,232 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,C            2.50What does this mean?,Mostly double glazed,CH boiler,CH boiler,Combination boiler,Alongside a quiet road and in residential district,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,Yes,No,Yes,no
