header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Royaards van den Hamkade 24,3552 CN Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42678551-royaards-van-den-hamkade-24/?navigateSource=resultlist,20220131_153041,"€ 489,000 kosten koper","€ 4,405    The asking price per m² (€ 489,000) is calculated by dividing the asking price of the home by the living area (111 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1930,Gable roof,Living area111 m²Exterior space attached to the building13 m²,111 m²,13 m²,105 m²,410 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and toilet",3 stories,TV via cable,E        What does this mean?,Partly double glazed and floor insulation,CH boiler,CH boiler,"Intergas (gas-fired from 2017, to rent)",105 m²,Full ownership,"Alongside busy road, sheltered location, in residential district and unobstructed surrounding view",Back garden,Detached brick storage,Public parking,no
