header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Hortus 22,2211 ZX Noordwijkerhout        ,https://www.funda.nl/en/koop/noordwijkerhout/huis-88034542-hortus-22/?navigateSource=resultlist,20220130_133014,"€ 495,000 kosten koper","€ 3,779    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2014,Gable roof covered with roof tiles,Living area131 m²External storage space5 m²,131 m²,5 m²,166 m²,460 m³,5 rooms (4 bedrooms),1 separate toilet,3 stories,Skylight and mechanical ventilation,A        What does this mean?,Completely insulated,CH boiler and partial floor heating,CH boiler,"Intergas (gas-fired combination boiler from 2014, in ownership)",166 m²,Full ownership,Sheltered location and in residential district,Back garden,"73 m² (13,5 meter deep and 5,4 meter broad)",Located at the southeast accessible via the rear,Detached wooden storage,Public parking,no
