header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Insulation.1,Type of garage,Type of parking facilities,error
Händellaan 48,8031 EP Zwolle        ,https://www.funda.nl/en/koop/zwolle/huis-88030697-handellaan-48/?navigateSource=resultlist,20220129_020224,"€ 309,000 kosten koper","€ 2,835    The asking price per m² (€ 309,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2011,Flat roof covered with asphalt roofing,Living area109 m²Exterior space attached to the building5 m²External storage space5 m²,109 m²,5 m²,5 m²,117 m²,344 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,A        What does this mean?,Completely insulated,District heating,District heating,117 m²,Full ownership,In residential district,Back garden,"43 m² (8 meter deep and 5,4 meter broad)",Located at the south accessible via the rear,Detached wooden storage,Electricity,No insulation,Parking place,Parking on private property and public parking,no
