header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Balcony/roof garden,Shed / storage,Insulation.1,Type of garage,Type of parking facilities,error
Zicht op Vitus (Bouwnr. 1),1211 NZ Hilversum        ,https://www.funda.nl/en/koop/hilversum/huis-42512340-zicht-op-vitus-bouwnr-1/?navigateSource=resultlist,20220127_202337,"€ 619,000 vrij op naam","€ 5,430    The asking price per m² (€ 619,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, corner house",New property,2022,Flat roof,Woningborg garantiecertificaat,Living area114 m²,114 m²,429 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,"Optical fibre, mechanical ventilation, TV via cable and solar panels",A        What does this mean?,Triple glazed and completely insulated,Complete floor heating and heat pump,In center and in residential district,Balcony present,Built-in,Completely insulated,Parking place,Parking on private property,no
