header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Boeninlaan 307,1102 TK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88030734-boeninlaan-307/?navigateSource=resultlist,20220130_204545,"€ 225,000 kosten koper","€ 5,114    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (44 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available immediately,Apartment with shared street entrance (apartment),Resale property,1985,Flat roof,Living area44 m²External storage space3 m²,44 m²,3 m²,125 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,4th floor,Passive ventilation system and TV via cable,C        What does this mean?,Double glazing,CH boiler,CH boiler,Gas-fired combination boiler,Municipal long-term lease,Paid until 15-06-2035,Alongside a quiet road and in residential district,French balcony present,Storage box,Electricity,Resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
