header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,error
Obrechtstraat 54,3572 EH Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42658291-obrechtstraat-54/?navigateSource=resultlist,20220131_160335,"€ 595,000 kosten koper","€ 5,509    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (108 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1906,Living area108 m²Exterior space attached to the building2 m²,108 m²,2 m²,42 m²,388 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,Air conditioning and mechanical ventilation,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler, in ownership)",42 m²,Full ownership,In residential district,Balcony present,Paid parking and resident's parking permits,no
