header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Location,Garden,Back garden,Garden location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sweelinckplein 77,2517 GL Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88985905-sweelinckplein-77/?navigateSource=resultlist,20220131_205154,"€ 675,000 kosten koper","€ 7,031    The asking price per m² (€ 675,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),Resale property,1885,Living area96 m²Other space inside the building8 m²,96 m²,8 m²,325 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,1 story,Ground floor,Mechanical ventilation and TV via cable,B        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2020, in ownership","Alongside park, alongside a quiet road and in residential district",Back garden,"79 m² (10,5 meter deep and 7,5 meter broad)",Located at the south,Yes,No,Yes,Yes,Yes,Yes,no
