header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Van Huutstraat (Bouwnr. 9),7311 AA Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/huis-42665798-van-huutstraat-bouwnr-9/?navigateSource=resultlist,20220129_171000,"€ 575,000 vrij op naam","€ 3,686    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (156 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under option,Available in consultation,"Single-family home, row house (drive-in residential property)",New property,2022,Flat roof covered with asphalt roofing,SWK garantiecertificaat,Living area156 m²Other space inside the building24 m²,156 m²,24 m²,633 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,4 stories,"Optical fibre, mechanical ventilation, sliding door, TV via cable and solar panels",A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,In center and in residential district,Balcony present,Built-in,Carport and parking place,Parking on private property,no
