header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Type of parking facilities,error
Keltenoord 64,3079 ZG Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88995534-keltenoord-64/?navigateSource=resultlist,20220126_165121,"€ 300,000 kosten koper","€ 2,857    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1969,Gable roof covered with roof tiles,Living area105 m²External storage space8 m²,105 m²,8 m²,150 m²,358 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,Mechanical ventilation and passive ventilation system,C        What does this mean?,Double glazing,CH boiler,CH boiler,In ownership,150 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"73 m² (12,38 meter deep and 5,9 meter broad)",Detached wooden storage,Public parking,no
