header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Insulation.1,Type of parking facilities,error
Laan van Braets 20,3328 LK Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/huis-42410028-laan-van-braets-20/?navigateSource=resultlist,20220128_090846,"€ 900,000 kosten koper","€ 4,225    The asking price per m² (€ 900,000) is calculated by dividing the asking price of the home by the living area (213 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,"Single-family home, detached residential property",Resale property,2020,Flat roof covered with asphalt roofing,Living area213 m²Other space inside the building10 m²Exterior space attached to the building8 m²,213 m²,10 m²,8 m²,378 m²,814 m³,7 rooms (6 bedrooms),2 bathrooms and 1 separate toilet,Bath and 2 toilets,2 stories,"Optical fibre, mechanical ventilation, sliding door and solar panels",Not available,Completely insulated,Heat pump,Electrical boiler,378 m²,Full ownership,In residential district,"Back garden, front garden and side garden","65 m² (6 meter deep and 10,75 meter broad)",Located at the north,Built-in,1 car,Completely insulated,Parking on private property,no
