header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of garage,Capacity,error
Westwal 29,5211 DB Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42481001-westwal-29/?navigateSource=resultlist,20220201_110952,"€ 1,800,000 vrij op naam","€ 6,742    The asking price per m² (€ 1,800,000) is calculated by dividing the asking price of the home by the living area (267 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Desirable residence/villa, row house",New property,2021,Living area267 m²External storage space40 m²,267 m²,40 m²,176 m²,710 m³,9 rooms (5 bedrooms),2 separate toilets,5 stories,Mechanical ventilation and solar panels,G        What does this mean?,Completely insulated,Heat recovery unit and heat pump,176 m²,Alongside water and in center,Back garden,"55 m² (10,95 meter deep and 5 meter broad)",Located at the southeast,Built-in,Electricity,Built-in,1 car,no
