header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Oude Boogaert 59,4401 BW Yerseke        ,https://www.funda.nl/en/koop/yerseke/huis-42685609-oude-boogaert-59/?navigateSource=resultlist,20220129_043747,"€ 349,000 kosten koper","€ 2,664    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2018,Living area131 m²,131 m²,143 m²,454 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Skylight, optical fibre, rolldown shutters and TV via cable",A        What does this mean?,Completely insulated,CH boiler and complete floor heating,CH boiler,"Atag (gas-fired combination boiler from 2018, in ownership)",143 m²,Full ownership,In residential district,Back garden and front garden,"63 m² (11,4 meter deep and 5,5 meter broad)",Located at the northeast accessible via the rear,Detached wooden storage,Public parking,no
