header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,error
"Appartement Type F, 4 kamers (Bouwnr. 39)",2253 AH Voorschoten        ,https://www.funda.nl/en/koop/voorschoten/appartement-42531071-appartement-type-f-4-kamers-bouwnr-39/?navigateSource=resultlist,20220129_071255,"€ 887,850 vrij op naam","€ 6,991    The asking price per m² (€ 887,850) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under option,Available in consultation,Upstairs apartment (apartment),New property,After 2020,Woningborg garantiecertificaat,Living area127 m²Exterior space attached to the building16 m²,127 m²,16 m²,356 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,Shower and toilet,1 story,2nd floor,Balanced ventilation system and elevator,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,"Alongside park, sheltered location and in center",Balcony present,Storage box,Electricity,Underground parking and parking place,no
