header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,error
Irenestraat 20,5051 ND Goirle        ,https://www.funda.nl/en/koop/goirle/huis-42546346-irenestraat-20/?navigateSource=resultlist,20220129_081008,"€ 309,000 kosten koper","€ 3,029    The asking price per m² (€ 309,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1954,Gable roof covered with roof tiles,Living area102 m²External storage space8 m²,102 m²,8 m²,104 m²,350 m³,5 rooms (3 bedrooms),2 stories,E        What does this mean?,CH boiler,CH boiler,"Vailliant (gas-fired combination boiler from 2015, in ownership)",104 m²,Full ownership,Back garden,35 m² (7 meter deep and 5 meter broad),Located at the east accessible via the rear,Public parking,no
