header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,CH boiler,Area,Ownership situation,Garden,Shed / storage,error
Piuslaan 153,5643 PB Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42544245-piuslaan-153/?navigateSource=resultlist,20220201_001758,"€ 369,000 kosten koper","€ 3,355    The asking price per m² (€ 369,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1954,Living area110 m²Exterior space attached to the building13 m²External storage space8 m²,110 m²,13 m²,8 m²,158 m²,380 m³,6 rooms (5 bedrooms),1 bathroom,Hipbath,3 stories and a loft,E        What does this mean?,CH boiler,"Nefit (gas-fired from 1992, in ownership)",158 m²,Full ownership,Back garden,Detached brick storage,no
