header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Area,Ownership situation,Location,error
Brouwersgracht 187 G,1015 GJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-87799390-brouwersgracht-187-g/?navigateSource=resultlist,20220130_232905,"€ 835,000 vrij op naam","€ 6,958    The asking price per m² (€ 835,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1978,Living area120 m²,120 m²,292 m³,5 rooms (3 bedrooms),1 bathroom,Bath and shower,1 story,C        What does this mean?,1 m²,See deed,"On navigable waterway, alongside water, in center and unobstructed surrounding view",no
