header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nassaukade 353 II,1053 LZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88027512-nassaukade-353-ii/?navigateSource=resultlist,20220130_190829,"€ 550,000 kosten koper","€ 7,639    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,€ 100.00 per month,Mezzanine,Resale property,1881,Living area72 m²Exterior space attached to the building6 m²,72 m²,6 m²,251 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,Mechanical ventilation and flue,D        What does this mean?,Partly double glazed,CH boiler,CH boiler,In ownership,Full ownership,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 100.00 per month),Yes,No,Yes,no
