header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Listed since,Status,Acceptance,Type of property,Plot size,Area,Ownership situation,error
Paashoefsedijk kavel 2,5421 ZX Gemert        ,https://www.funda.nl/en/koop/gemert/bouwgrond-41074822-paashoefsedijk-kavel-2/?navigateSource=resultlist,20220129_094746,"€ 175,000 kosten koper","€ 195,000 kosten koper",6+ months,Under option,Available in consultation,Building plot,"1,660 m²",1.660 m²,Full ownership,no
