header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Fazantenlaan 1,5971 CT Grubbenvorst        ,https://www.funda.nl/en/koop/grubbenvorst/huis-88966511-fazantenlaan-1/?navigateSource=resultlist,20220129_155836,"€ 425,000 kosten koper","€ 3,269    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Bungalow, detached residential property",Resale property,1971,Flat roof,Living area130 m²Other space inside the building16 m²,130 m²,16 m²,710 m²,510 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,Outdoor awning and rolldown shutters,D        What does this mean?,Double glazing,Hot air heating,710 m²,Full ownership,In wooded surroundings,Back garden and front garden,1 m² (1 meter deep and 1 meter broad),Located at the southeast accessible via the rear,no
