header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Laan op Zuid 128,3071 AA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88029037-laan-op-zuid-128/?navigateSource=resultlist,20220125_233821,"€ 550,000 kosten koper","€ 4,015    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (137 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,€ 218.00 per month,Residential property with shared street entrance (apartment),Resale property,2005,Disabled access friendly,Gable roof covered with other,Living area137 m²External storage space6 m²,137 m²,6 m²,417 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,6th floor,Elevator and mechanical ventilation,A            1.24What does this mean?,Double glazing and completely insulated,District heating,District heating,Full ownership,"Alongside a quiet road, on navigable waterway and unobstructed surrounding view",Built-in,Parking garage,Yes,Yes,Yes (€ 218.00 per month),Yes,Yes,Yes,no
