header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Marga Klompélaan 28,1067 TX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42672559-marga-klompelaan-28/?navigateSource=resultlist,20220128_070219,"€ 525,000 kosten koper","€ 4,234    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (124 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 15, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1990,Living area124 m²External storage space5 m²,124 m²,5 m²,126 m²,398 m³,6 rooms (5 bedrooms),1 bathroom and 2 separate toilets,Toilet,3 stories,"Air conditioning, TV via cable and solar panels",A        What does this mean?,Double glazing and energy efficient window,CH boiler,CH boiler,"Nefit HR Smartline (gas-fired from 2006, in ownership)",126 m²,Ownership encumbered with long-term leaset,"Alongside park, alongside a quiet road and in residential district",Back garden and front garden,Detached brick storage,Paid parking and public parking,no
