header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Obrechtstraat 167 A,2517 VS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42671741-obrechtstraat-167-a/?navigateSource=resultlist,20220131_211515,"€ 325,000 kosten koper","€ 5,242    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (62 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 75.00 per month,Upstairs apartment (apartment),Resale property,1897,Protected townscape or village view (permit needed for alterations),"Gable roof covered with asphalt roofing, other and roof tiles",Living area62 m²Exterior space attached to the building11 m²,62 m²,11 m²,220 m³,3 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,3rd floor,G        What does this mean?,CH boiler,CH boiler,"Combination boiler, in ownership",Full ownership,Balcony present,Yes,Yes,Yes (€ 75.00 per month),Yes,No,Yes,no
