header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Location,error
Zoutziedersstraat 18 -20,3026 EL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42664501-zoutziedersstraat-18-20/?navigateSource=resultlist,20220126_004112,Sale by tender,2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1924,Listed building (national monument),"Living area1,000 m²Other space inside the building475 m²Exterior space attached to the building255 m²","1,000 m²",475 m²,255 m²,"1,185 m²","8,271 m³",25 rooms,4 stories,Not required,1.185 m²,Full ownership,In residential district,no
