header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Willem de Zwijgerlaan 355 3,1055 RB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42513409-willem-de-zwijgerlaan-355-3/?navigateSource=resultlist,20220131_000901,"€ 500,000 kosten koper","€ 7,463    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 80 per month,2 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1931-1944,Living area67 m²Exterior space attached to the building31 m²,67 m²,31 m²,164 m³,5 rooms (3 bedrooms),1 bathroom,Bath and toilet,2 stories,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2011, in ownership)",Municipal ownership encumbered with long-term leaset,Paid until 15-08-2058,Roof terrace present and balcony present,Yes,Yes,Yes,Yes,Yes,Yes,no
