header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Location,Type of parking facilities,error
Bouwnummer (Bouwnr. 36),3071 AL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42677095-bouwnummer-bouwnr-36/?navigateSource=resultlist,20220126_010152,"€ 448,200 vrij op naam","€ 5,400    The asking price per m² (€ 448,200) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Galleried apartment (apartment),New property,After 2020,SWK garantiecertificaat,Living area83 m²Exterior space attached to the building5 m²,83 m²,5 m²,216 m³,2 rooms (1 bedroom),1 story,3rd floor,A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",In residential district and unobstructed surrounding view,Parking garage and resident's parking permits,no
