header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities.1,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Muzenstraat 72,2511 WB Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42524006-muzenstraat-72/?navigateSource=resultlist,20220131_195747,"€ 499,000 kosten koper","€ 4,664    The asking price per m² (€ 499,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available on 3/1/2022,Upstairs apartment (apartment),Resale property,2001,Furnished and with carpets and curtains,Flat roof,Living area107 m²Exterior space attached to the building9 m²External storage space4 m²,107 m²,9 m²,4 m²,313 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,6 stories,1st floor,Elevator,B        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls and completely insulated",District heating,District heating,Full ownership,In center,Balcony present,Storage box,Electricity,Yes,Yes,Yes,Yes,Yes,Yes,no
