header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of parking facilities,error
Voorstraat 39,3247 CD Dirksland        ,https://www.funda.nl/en/koop/dirksland/huis-87579685-voorstraat-39/?navigateSource=resultlist,20220128_043203,"€ 575,000 kosten koper","€ 1,438    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (400 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1880,Hipped roof covered with roof tiles,Living area400 m²Other space inside the building14 m²Exterior space attached to the building66 m²,400 m²,14 m²,66 m²,143 m²,"1,489 m³",11 rooms (7 bedrooms),3 stories and a attic,G        What does this mean?,CH boiler,CH boiler and electrical boiler,"Combination boiler, to rent",143 m²,Full ownership,Sun terrace,Public parking and resident's parking permits,no
