header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Location,Garden,Type of garage,error
Bouwnummer (Bouwnr. 23),3011 BT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-41263588-bouwnummer-bouwnr-23/?navigateSource=resultlist,20220129_154534,"€ 920,000 vrij op naam","€ 4,299    The asking price per m² (€ 920,000) is calculated by dividing the asking price of the home by the living area (214 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,"Desirable residence/villa, row house",New property,2022,Living area214 m²Exterior space attached to the building36 m²,214 m²,36 m²,577 m³,5 rooms (2 bedrooms),1 story,A        What does this mean?,"Roof insulation, double glazing, eco-building, partly double glazed, no cavity wall, insulated walls, floor insulation, completely insulated and secondary glazing","Alongside a quiet road, sheltered location, in center and in residential district",Sun terrace,Underground parking,no
