header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Location,error
Type 4B (Bouwnr. 137),3029 BH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42407194-type-4b-bouwnr-137/?navigateSource=resultlist,20220126_172251,"€ 435,000 vrij op naam","€ 4,833    The asking price per m² (€ 435,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,Apartment with shared street entrance,New property,2023,Living area90 m²,90 m²,240 m³,3 rooms (2 bedrooms),1 story,2nd floor,A        What does this mean?,Completely insulated,Complete floor heating,Alongside park and in residential district,no
