header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Insulation.1,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
P5 (Bouwnr. 15),7961 Ruinerwold        ,https://www.funda.nl/en/koop/ruinerwold/appartement-41933789-p5-bouwnr-15/?navigateSource=resultlist,20220129_180347,"€ 415,000 vrij op naam","€ 2,882    The asking price per m² (€ 415,000) is calculated by dividing the asking price of the home by the living area (144 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 232 per month,6+ months,Under option,Available in consultation,Maisonnette,New property,2021,Mansard roof covered with cane,Living area144 m²External storage space5 m²,144 m²,5 m²,389 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,2 showers and toilet,2 stories,Mechanical ventilation and solar panels,A        What does this mean?,Completely insulated,Heat pump,Central facility,In center,Balcony present,Built-in,Completely insulated,Underground parking,Yes,Yes,Yes,Yes,Yes,Yes,no
