header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jan van Riebeeckstraat 164,4105 BE Culemborg        ,https://www.funda.nl/en/koop/culemborg/appartement-88014611-jan-van-riebeeckstraat-164/?navigateSource=resultlist,20220129_081457,"€ 250,000 kosten koper","€ 3,571    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance,Resale property,1956,Living area70 m²Exterior space attached to the building6 m²External storage space7 m²,70 m²,6 m²,7 m²,224 m³,4 rooms (3 bedrooms),1 story,1st floor,E        What does this mean?,Full ownership,Detached brick storage,No,No,No,No,No,No,no
