header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Garden,Balcony/roof garden,Type of garage,Capacity,error
Kees Pijlstraat 21 inc box,3077 MH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42650256-kees-pijlstraat-21-inc-box/?navigateSource=resultlist,20220130_114702,"€ 450,000 kosten koper","€ 3,020    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (149 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 215 per month,6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1998,Flat roof,Living area149 m²Exterior space attached to the building45 m²External storage space26 m²,149 m²,45 m²,26 m²,556 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,3 stories,"Mechanical ventilation, sliding door and TV via cable",A        What does this mean?,Completely insulated,District heating,District heating,Municipal long-term lease (end date of long-term lease:  30-12-2095),Paid until 30-12-2095,Front garden,Roof terrace present,Garage,1 car,no
