header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,error
Prinsengracht 26,1015 DW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88881144-prinsengracht-26/?navigateSource=resultlist,20220128_091504,"€ 1,800,000 kosten koper","€ 10,345    The asking price per m² (€ 1,800,000) is calculated by dividing the asking price of the home by the living area (174 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Property alongside canal, row house",Resale property,1969,Gable roof,Living area174 m²Exterior space attached to the building5 m²,174 m²,5 m²,61 m²,628 m³,6 rooms (4 bedrooms),3 bathrooms and 2 separate toilets,"Bath, 3 showers and toilet",4 stories and a attic,E        What does this mean?,Roof insulation and double glazing,CH boiler and partial floor heating,CH boiler,"Combination boiler, in ownership",61 m²,Full ownership,In center,Balcony present,Paid parking and resident's parking permits,no
