header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Boorn 60,3068 LA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42510601-boorn-60/?navigateSource=resultlist,20220125_233008,"€ 330,000 kosten koper","€ 2,920    The asking price per m² (€ 330,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1980,Gable roof,Living area113 m²External storage space5 m²,113 m²,5 m²,124 m²,380 m³,4 rooms (3 bedrooms),2 separate toilets,3 stories,Solar panels,A        What does this mean?,Partly double glazed,District heating,District heating,124 m²,Full ownership,In residential district,Back garden and front garden,"47 m² (8,84 meter deep and 5,3 meter broad)",Located at the southeast accessible via the rear,Detached brick storage,Electricity,No insulation,Public parking,no
