header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Type of parking facilities,error
De Vang (Bouwnr. 8),9774 PX Adorp        ,https://www.funda.nl/en/koop/adorp/huis-88974924-de-vang-bouwnr-8/?navigateSource=resultlist,20220127_220656,"€ 339,900 vrij op naam","€ 2,499    The asking price per m² (€ 339,900) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",New property,2022,Gable roof,Living area136 m²,136 m²,340 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories and a attic,Balanced ventilation system and solar panels,A        What does this mean?,Double glazing and completely insulated,Partial floor heating and heat pump,Parking on private property,no
