header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Area,Ownership situation,Location,Shed / storage,error
Zeeburgerpad 132,1019 DX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88987218-zeeburgerpad-132/?navigateSource=resultlist,20220130_220003,"€ 395,000 vrij op naam","€ 6,930    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (57 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1980,Living area57 m²,57 m²,128 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,Not available,1 m²,See deed,"Alongside a quiet road, on navigable waterway, alongside water, in residential district, freestanding location and unobstructed surrounding view",Outside plastic storage cabinet,no
