header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Balcony/roof garden,Type of parking facilities,error
Raamstraat 31,1016 XL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42538636-raamstraat-31/?navigateSource=resultlist,20220128_050439,"€ 1,550,000 kosten koper","€ 9,337    The asking price per m² (€ 1,550,000) is calculated by dividing the asking price of the home by the living area (166 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1893,Flat roof,Living area166 m²Exterior space attached to the building36 m²,166 m²,36 m²,54 m²,556 m³,7 rooms (5 bedrooms),3 bathrooms and 3 separate toilets,"Bath, shower and toilet",4 stories,C        What does this mean?,Partly double glazed and insulated walls,CH boiler,CH boiler,Gas-fired combination boiler,54 m²,Alongside a quiet road and in center,Roof terrace present and balcony present,"Paid parking, public parking and resident's parking permits",no
