header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Area,Ownership situation,Location,Garden,error
Badhuisweg 139 A,2597 JN Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88059909-badhuisweg-139-a/?navigateSource=resultlist,20220131_221301,"€ 2,750,000 kosten koper","€ 6,044    The asking price per m² (€ 2,750,000) is calculated by dividing the asking price of the home by the living area (455 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 29, 2022",Available,Available in consultation,"Villa, detached residential property",Resale property,2007,Living area455 m²Other space inside the building21 m²Exterior space attached to the building147 m²External storage space4 m²,455 m²,21 m²,147 m²,4 m²,510 m²,"2,201 m³",4 rooms (4 bedrooms),3 bathrooms and 1 separate toilet,"2 baths, 3 showers and 3 toilets",2 stories,A        What does this mean?,510 m²,Full ownership,Alongside park and In wooded surroundings,Surrounded by garden,no
