header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Voetjesstraat 54 b02,3081 HR Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42455338-voetjesstraat-54-b02/?navigateSource=resultlist,20220126_010107,"€ 239,500 kosten koper","€ 3,151    The asking price per m² (€ 239,500) is calculated by dividing the asking price of the home by the living area (76 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 249,500 kosten koper",6+ months,Available,Available in consultation,€ 94.00 per month,Maisonnette (apartment),Resale property,1931-1944,Partly furnished with carpets and curtains,Living area76 m²Exterior space attached to the building3 m²,76 m²,3 m²,203 m³,4 rooms (2 bedrooms),2 bathrooms and 1 separate toilet,Toilet,2 stories,G        What does this mean?,Completely insulated,CH boiler,CH boiler,Alongside a quiet road,Balcony present,Yes,Yes,Yes (€ 94.00 per month),Yes,Yes,Yes,no
